draw,Phenotype,logic,dose
97,Slow,AUC_match,600
97,Slow,C24_match,200
97,Slow,C24_ceiling,400
97,Intermediate,AUC_match,1250
97,Intermediate,C24_match,1300
97,Intermediate,C24_ceiling,1800
97,Rapid,AUC_match,800
97,Rapid,C24_match,200
97,Rapid,C24_ceiling,800
98,Slow,AUC_match,500
98,Slow,C24_match,200
98,Slow,C24_ceiling,200
98,Intermediate,AUC_match,1200
98,Intermediate,C24_match,1800
98,Intermediate,C24_ceiling,1800
98,Rapid,AUC_match,1250
98,Rapid,C24_match,1800
98,Rapid,C24_ceiling,1800
99,Slow,AUC_match,750
99,Slow,C24_match,200
99,Slow,C24_ceiling,500
99,Intermediate,AUC_match,1250
99,Intermediate,C24_match,950
99,Intermediate,C24_ceiling,1800
99,Rapid,AUC_match,1800
99,Rapid,C24_match,1800
99,Rapid,C24_ceiling,1800
100,Slow,AUC_match,650
100,Slow,C24_match,200
100,Slow,C24_ceiling,300
100,Intermediate,AUC_match,1350
100,Intermediate,C24_match,750
100,Intermediate,C24_ceiling,1800
100,Rapid,AUC_match,800
100,Rapid,C24_match,200
100,Rapid,C24_ceiling,550
101,Slow,AUC_match,600
101,Slow,C24_match,200
101,Slow,C24_ceiling,300
101,Intermediate,AUC_match,1150
101,Intermediate,C24_match,800
101,Intermediate,C24_ceiling,1800
101,Rapid,AUC_match,1650
101,Rapid,C24_match,1800
101,Rapid,C24_ceiling,1800
102,Slow,AUC_match,750
102,Slow,C24_match,300
102,Slow,C24_ceiling,900
102,Intermediate,AUC_match,1250
102,Intermediate,C24_match,1800
102,Intermediate,C24_ceiling,1800
102,Rapid,AUC_match,1800
102,Rapid,C24_match,1800
102,Rapid,C24_ceiling,1800
103,Slow,AUC_match,700
103,Slow,C24_match,200
103,Slow,C24_ceiling,300
103,Intermediate,AUC_match,1200
103,Intermediate,C24_match,600
103,Intermediate,C24_ceiling,1800
103,Rapid,AUC_match,900
103,Rapid,C24_match,200
103,Rapid,C24_ceiling,600
104,Slow,AUC_match,600
104,Slow,C24_match,200
104,Slow,C24_ceiling,300
104,Intermediate,AUC_match,1300
104,Intermediate,C24_match,1800
104,Intermediate,C24_ceiling,1800
104,Rapid,AUC_match,1000
104,Rapid,C24_match,1150
104,Rapid,C24_ceiling,1800
105,Slow,AUC_match,600
105,Slow,C24_match,200
105,Slow,C24_ceiling,300
105,Intermediate,AUC_match,1150
105,Intermediate,C24_match,800
105,Intermediate,C24_ceiling,1800
105,Rapid,AUC_match,1200
105,Rapid,C24_match,850
105,Rapid,C24_ceiling,1800
106,Slow,AUC_match,550
106,Slow,C24_match,200
106,Slow,C24_ceiling,200
106,Intermediate,AUC_match,1100
106,Intermediate,C24_match,1800
106,Intermediate,C24_ceiling,1800
106,Rapid,AUC_match,1200
106,Rapid,C24_match,1800
106,Rapid,C24_ceiling,1800
107,Slow,AUC_match,700
107,Slow,C24_match,200
107,Slow,C24_ceiling,450
107,Intermediate,AUC_match,1200
107,Intermediate,C24_match,600
107,Intermediate,C24_ceiling,1800
107,Rapid,AUC_match,1800
107,Rapid,C24_match,1800
107,Rapid,C24_ceiling,1800
108,Slow,AUC_match,850
108,Slow,C24_match,300
108,Slow,C24_ceiling,1100
108,Intermediate,AUC_match,1300
108,Intermediate,C24_match,1700
108,Intermediate,C24_ceiling,1800
108,Rapid,AUC_match,1300
108,Rapid,C24_match,1600
108,Rapid,C24_ceiling,1800
109,Slow,AUC_match,750
109,Slow,C24_match,250
109,Slow,C24_ceiling,750
109,Intermediate,AUC_match,1250
109,Intermediate,C24_match,1800
109,Intermediate,C24_ceiling,1800
109,Rapid,AUC_match,1800
109,Rapid,C24_match,1800
109,Rapid,C24_ceiling,1800
110,Slow,AUC_match,600
110,Slow,C24_match,200
110,Slow,C24_ceiling,300
110,Intermediate,AUC_match,1150
110,Intermediate,C24_match,1000
110,Intermediate,C24_ceiling,1800
110,Rapid,AUC_match,1800
110,Rapid,C24_match,1800
110,Rapid,C24_ceiling,1800
111,Slow,AUC_match,850
111,Slow,C24_match,200
111,Slow,C24_ceiling,800
111,Intermediate,AUC_match,1350
111,Intermediate,C24_match,850
111,Intermediate,C24_ceiling,1800
111,Rapid,AUC_match,1800
111,Rapid,C24_match,1800
111,Rapid,C24_ceiling,1800
112,Slow,AUC_match,650
112,Slow,C24_match,200
112,Slow,C24_ceiling,400
112,Intermediate,AUC_match,1300
112,Intermediate,C24_match,1800
112,Intermediate,C24_ceiling,1800
112,Rapid,AUC_match,1600
112,Rapid,C24_match,1800
112,Rapid,C24_ceiling,1800
113,Slow,AUC_match,700
113,Slow,C24_match,200
113,Slow,C24_ceiling,400
113,Intermediate,AUC_match,1150
113,Intermediate,C24_match,700
113,Intermediate,C24_ceiling,1800
113,Rapid,AUC_match,1400
113,Rapid,C24_match,1150
113,Rapid,C24_ceiling,1800
114,Slow,AUC_match,850
114,Slow,C24_match,350
114,Slow,C24_ceiling,1250
114,Intermediate,AUC_match,1450
114,Intermediate,C24_match,1800
114,Intermediate,C24_ceiling,1800
114,Rapid,AUC_match,1800
114,Rapid,C24_match,1800
114,Rapid,C24_ceiling,1800
115,Slow,AUC_match,600
115,Slow,C24_match,200
115,Slow,C24_ceiling,400
115,Intermediate,AUC_match,1150
115,Intermediate,C24_match,1800
115,Intermediate,C24_ceiling,1800
115,Rapid,AUC_match,1350
115,Rapid,C24_match,1800
115,Rapid,C24_ceiling,1800
116,Slow,AUC_match,750
116,Slow,C24_match,300
116,Slow,C24_ceiling,850
116,Intermediate,AUC_match,1200
116,Intermediate,C24_match,1800
116,Intermediate,C24_ceiling,1800
116,Rapid,AUC_match,900
116,Rapid,C24_match,500
116,Rapid,C24_ceiling,1400
117,Slow,AUC_match,650
117,Slow,C24_match,200
117,Slow,C24_ceiling,350
117,Intermediate,AUC_match,1250
117,Intermediate,C24_match,850
117,Intermediate,C24_ceiling,1800
117,Rapid,AUC_match,1200
117,Rapid,C24_match,750
117,Rapid,C24_ceiling,1800
118,Slow,AUC_match,400
118,Slow,C24_match,200
118,Slow,C24_ceiling,200
118,Intermediate,AUC_match,1050
118,Intermediate,C24_match,450
118,Intermediate,C24_ceiling,1800
118,Rapid,AUC_match,1000
118,Rapid,C24_match,400
118,Rapid,C24_ceiling,1500
119,Slow,AUC_match,550
119,Slow,C24_match,200
119,Slow,C24_ceiling,200
119,Intermediate,AUC_match,1050
119,Intermediate,C24_match,1750
119,Intermediate,C24_ceiling,1800
119,Rapid,AUC_match,1100
119,Rapid,C24_match,1800
119,Rapid,C24_ceiling,1800
120,Slow,AUC_match,650
120,Slow,C24_match,200
120,Slow,C24_ceiling,500
120,Intermediate,AUC_match,1250
120,Intermediate,C24_match,1800
120,Intermediate,C24_ceiling,1800
120,Rapid,AUC_match,1550
120,Rapid,C24_match,1800
120,Rapid,C24_ceiling,1800
121,Slow,AUC_match,700
121,Slow,C24_match,200
121,Slow,C24_ceiling,450
121,Intermediate,AUC_match,1300
121,Intermediate,C24_match,1000
121,Intermediate,C24_ceiling,1800
121,Rapid,AUC_match,1400
121,Rapid,C24_match,1100
121,Rapid,C24_ceiling,1800
122,Slow,AUC_match,700
122,Slow,C24_match,200
122,Slow,C24_ceiling,600
122,Intermediate,AUC_match,1250
122,Intermediate,C24_match,1400
122,Intermediate,C24_ceiling,1800
122,Rapid,AUC_match,1600
122,Rapid,C24_match,1800
122,Rapid,C24_ceiling,1800
123,Slow,AUC_match,850
123,Slow,C24_match,200
123,Slow,C24_ceiling,850
123,Intermediate,AUC_match,1250
123,Intermediate,C24_match,950
123,Intermediate,C24_ceiling,1800
123,Rapid,AUC_match,950
123,Rapid,C24_match,350
123,Rapid,C24_ceiling,1300
124,Slow,AUC_match,650
124,Slow,C24_match,200
124,Slow,C24_ceiling,400
124,Intermediate,AUC_match,1200
124,Intermediate,C24_match,1800
124,Intermediate,C24_ceiling,1800
124,Rapid,AUC_match,950
124,Rapid,C24_match,850
124,Rapid,C24_ceiling,1800
125,Slow,AUC_match,550
125,Slow,C24_match,200
125,Slow,C24_ceiling,200
125,Intermediate,AUC_match,1150
125,Intermediate,C24_match,700
125,Intermediate,C24_ceiling,1800
125,Rapid,AUC_match,1500
125,Rapid,C24_match,1350
125,Rapid,C24_ceiling,1800
126,Slow,AUC_match,1800
126,Slow,C24_match,200
126,Slow,C24_ceiling,1650
126,Intermediate,AUC_match,1800
126,Intermediate,C24_match,450
126,Intermediate,C24_ceiling,1800
126,Rapid,AUC_match,1800
126,Rapid,C24_match,850
126,Rapid,C24_ceiling,1800
127,Slow,AUC_match,600
127,Slow,C24_match,200
127,Slow,C24_ceiling,300
127,Intermediate,AUC_match,1250
127,Intermediate,C24_match,1200
127,Intermediate,C24_ceiling,1800
127,Rapid,AUC_match,1400
127,Rapid,C24_match,1700
127,Rapid,C24_ceiling,1800
128,Slow,AUC_match,650
128,Slow,C24_match,200
128,Slow,C24_ceiling,400
128,Intermediate,AUC_match,1150
128,Intermediate,C24_match,750
128,Intermediate,C24_ceiling,1800
128,Rapid,AUC_match,1400
128,Rapid,C24_match,1200
128,Rapid,C24_ceiling,1800
129,Slow,AUC_match,600
129,Slow,C24_match,200
129,Slow,C24_ceiling,250
129,Intermediate,AUC_match,1250
129,Intermediate,C24_match,800
129,Intermediate,C24_ceiling,1800
129,Rapid,AUC_match,1800
129,Rapid,C24_match,1800
129,Rapid,C24_ceiling,1800
130,Slow,AUC_match,600
130,Slow,C24_match,200
130,Slow,C24_ceiling,350
130,Intermediate,AUC_match,1150
130,Intermediate,C24_match,1800
130,Intermediate,C24_ceiling,1800
130,Rapid,AUC_match,1700
130,Rapid,C24_match,1800
130,Rapid,C24_ceiling,1800
131,Slow,AUC_match,600
131,Slow,C24_match,200
131,Slow,C24_ceiling,300
131,Intermediate,AUC_match,1200
131,Intermediate,C24_match,800
131,Intermediate,C24_ceiling,1800
131,Rapid,AUC_match,1350
131,Rapid,C24_match,1100
131,Rapid,C24_ceiling,1800
132,Slow,AUC_match,750
132,Slow,C24_match,200
132,Slow,C24_ceiling,550
132,Intermediate,AUC_match,1150
132,Intermediate,C24_match,650
132,Intermediate,C24_ceiling,1800
132,Rapid,AUC_match,1200
132,Rapid,C24_match,600
132,Rapid,C24_ceiling,1800
133,Slow,AUC_match,550
133,Slow,C24_match,200
133,Slow,C24_ceiling,250
133,Intermediate,AUC_match,1100
133,Intermediate,C24_match,550
133,Intermediate,C24_ceiling,1800
133,Rapid,AUC_match,1750
133,Rapid,C24_match,1800
133,Rapid,C24_ceiling,1800
134,Slow,AUC_match,600
134,Slow,C24_match,200
134,Slow,C24_ceiling,300
134,Intermediate,AUC_match,1100
134,Intermediate,C24_match,1800
134,Intermediate,C24_ceiling,1800
134,Rapid,AUC_match,1600
134,Rapid,C24_match,1800
134,Rapid,C24_ceiling,1800
135,Slow,AUC_match,700
135,Slow,C24_match,200
135,Slow,C24_ceiling,450
135,Intermediate,AUC_match,1200
135,Intermediate,C24_match,700
135,Intermediate,C24_ceiling,1800
135,Rapid,AUC_match,1100
135,Rapid,C24_match,500
135,Rapid,C24_ceiling,1800
136,Slow,AUC_match,800
136,Slow,C24_match,200
136,Slow,C24_ceiling,800
136,Intermediate,AUC_match,1350
136,Intermediate,C24_match,1700
136,Intermediate,C24_ceiling,1800
136,Rapid,AUC_match,1500
136,Rapid,C24_match,1800
136,Rapid,C24_ceiling,1800
137,Slow,AUC_match,800
137,Slow,C24_match,200
137,Slow,C24_ceiling,600
137,Intermediate,AUC_match,1350
137,Intermediate,C24_match,900
137,Intermediate,C24_ceiling,1800
137,Rapid,AUC_match,1350
137,Rapid,C24_match,900
137,Rapid,C24_ceiling,1800
138,Slow,AUC_match,650
138,Slow,C24_match,200
138,Slow,C24_ceiling,550
138,Intermediate,AUC_match,1100
138,Intermediate,C24_match,1800
138,Intermediate,C24_ceiling,1800
138,Rapid,AUC_match,1800
138,Rapid,C24_match,1800
138,Rapid,C24_ceiling,1800
139,Slow,AUC_match,700
139,Slow,C24_match,200
139,Slow,C24_ceiling,600
139,Intermediate,AUC_match,1250
139,Intermediate,C24_match,1700
139,Intermediate,C24_ceiling,1800
139,Rapid,AUC_match,1350
139,Rapid,C24_match,1800
139,Rapid,C24_ceiling,1800
140,Slow,AUC_match,600
140,Slow,C24_match,200
140,Slow,C24_ceiling,350
140,Intermediate,AUC_match,1200
140,Intermediate,C24_match,1800
140,Intermediate,C24_ceiling,1800
140,Rapid,AUC_match,1800
140,Rapid,C24_match,1800
140,Rapid,C24_ceiling,1800
141,Slow,AUC_match,650
141,Slow,C24_match,200
141,Slow,C24_ceiling,300
141,Intermediate,AUC_match,1200
141,Intermediate,C24_match,600
141,Intermediate,C24_ceiling,1800
141,Rapid,AUC_match,900
141,Rapid,C24_match,200
141,Rapid,C24_ceiling,850
142,Slow,AUC_match,600
142,Slow,C24_match,200
142,Slow,C24_ceiling,200
142,Intermediate,AUC_match,1150
142,Intermediate,C24_match,700
142,Intermediate,C24_ceiling,1800
142,Rapid,AUC_match,950
142,Rapid,C24_match,300
142,Rapid,C24_ceiling,1150
143,Slow,AUC_match,700
143,Slow,C24_match,200
143,Slow,C24_ceiling,600
143,Intermediate,AUC_match,1150
143,Intermediate,C24_match,1800
143,Intermediate,C24_ceiling,1800
143,Rapid,AUC_match,1200
143,Rapid,C24_match,1800
143,Rapid,C24_ceiling,1800
144,Slow,AUC_match,550
144,Slow,C24_match,200
144,Slow,C24_ceiling,200
144,Intermediate,AUC_match,1150
144,Intermediate,C24_match,500
144,Intermediate,C24_ceiling,1800
144,Rapid,AUC_match,1550
144,Rapid,C24_match,1100
144,Rapid,C24_ceiling,1800
145,Slow,AUC_match,550
145,Slow,C24_match,200
145,Slow,C24_ceiling,200
145,Intermediate,AUC_match,1150
145,Intermediate,C24_match,750
145,Intermediate,C24_ceiling,1800
145,Rapid,AUC_match,1800
145,Rapid,C24_match,1800
145,Rapid,C24_ceiling,1800
146,Slow,AUC_match,800
146,Slow,C24_match,200
146,Slow,C24_ceiling,850
146,Intermediate,AUC_match,1250
146,Intermediate,C24_match,1100
146,Intermediate,C24_ceiling,1800
146,Rapid,AUC_match,1200
146,Rapid,C24_match,950
146,Rapid,C24_ceiling,1800
147,Slow,AUC_match,700
147,Slow,C24_match,200
147,Slow,C24_ceiling,500
147,Intermediate,AUC_match,1300
147,Intermediate,C24_match,1100
147,Intermediate,C24_ceiling,1800
147,Rapid,AUC_match,1650
147,Rapid,C24_match,1800
147,Rapid,C24_ceiling,1800
148,Slow,AUC_match,600
148,Slow,C24_match,200
148,Slow,C24_ceiling,300
148,Intermediate,AUC_match,1250
148,Intermediate,C24_match,800
148,Intermediate,C24_ceiling,1800
148,Rapid,AUC_match,1250
148,Rapid,C24_match,750
148,Rapid,C24_ceiling,1800
149,Slow,AUC_match,600
149,Slow,C24_match,200
149,Slow,C24_ceiling,300
149,Intermediate,AUC_match,1100
149,Intermediate,C24_match,1800
149,Intermediate,C24_ceiling,1800
149,Rapid,AUC_match,1150
149,Rapid,C24_match,1800
149,Rapid,C24_ceiling,1800
150,Slow,AUC_match,600
150,Slow,C24_match,200
150,Slow,C24_ceiling,200
150,Intermediate,AUC_match,1300
150,Intermediate,C24_match,200
150,Intermediate,C24_ceiling,800
150,Rapid,AUC_match,1250
150,Rapid,C24_match,200
150,Rapid,C24_ceiling,700
151,Slow,AUC_match,550
151,Slow,C24_match,200
151,Slow,C24_ceiling,200
151,Intermediate,AUC_match,1200
151,Intermediate,C24_match,600
151,Intermediate,C24_ceiling,1800
151,Rapid,AUC_match,1500
151,Rapid,C24_match,1100
151,Rapid,C24_ceiling,1800
152,Slow,AUC_match,700
152,Slow,C24_match,200
152,Slow,C24_ceiling,650
152,Intermediate,AUC_match,1250
152,Intermediate,C24_match,1800
152,Intermediate,C24_ceiling,1800
152,Rapid,AUC_match,1300
152,Rapid,C24_match,1800
152,Rapid,C24_ceiling,1800
153,Slow,AUC_match,750
153,Slow,C24_match,200
153,Slow,C24_ceiling,600
153,Intermediate,AUC_match,1350
153,Intermediate,C24_match,1800
153,Intermediate,C24_ceiling,1800
153,Rapid,AUC_match,1800
153,Rapid,C24_match,1800
153,Rapid,C24_ceiling,1800
154,Slow,AUC_match,600
154,Slow,C24_match,200
154,Slow,C24_ceiling,300
154,Intermediate,AUC_match,1100
154,Intermediate,C24_match,800
154,Intermediate,C24_ceiling,1800
154,Rapid,AUC_match,850
154,Rapid,C24_match,250
154,Rapid,C24_ceiling,950
155,Slow,AUC_match,750
155,Slow,C24_match,200
155,Slow,C24_ceiling,550
155,Intermediate,AUC_match,1300
155,Intermediate,C24_match,900
155,Intermediate,C24_ceiling,1800
155,Rapid,AUC_match,1800
155,Rapid,C24_match,1800
155,Rapid,C24_ceiling,1800
156,Slow,AUC_match,650
156,Slow,C24_match,200
156,Slow,C24_ceiling,350
156,Intermediate,AUC_match,1200
156,Intermediate,C24_match,1200
156,Intermediate,C24_ceiling,1800
156,Rapid,AUC_match,1300
156,Rapid,C24_match,1550
156,Rapid,C24_ceiling,1800
157,Slow,AUC_match,700
157,Slow,C24_match,200
157,Slow,C24_ceiling,450
157,Intermediate,AUC_match,1350
157,Intermediate,C24_match,1450
157,Intermediate,C24_ceiling,1800
157,Rapid,AUC_match,1800
157,Rapid,C24_match,1800
157,Rapid,C24_ceiling,1800
158,Slow,AUC_match,600
158,Slow,C24_match,200
158,Slow,C24_ceiling,300
158,Intermediate,AUC_match,1250
158,Intermediate,C24_match,1800
158,Intermediate,C24_ceiling,1800
158,Rapid,AUC_match,1650
158,Rapid,C24_match,1800
158,Rapid,C24_ceiling,1800
159,Slow,AUC_match,600
159,Slow,C24_match,200
159,Slow,C24_ceiling,200
159,Intermediate,AUC_match,1200
159,Intermediate,C24_match,650
159,Intermediate,C24_ceiling,1800
159,Rapid,AUC_match,1250
159,Rapid,C24_match,600
159,Rapid,C24_ceiling,1800
160,Slow,AUC_match,750
160,Slow,C24_match,200
160,Slow,C24_ceiling,600
160,Intermediate,AUC_match,1250
160,Intermediate,C24_match,900
160,Intermediate,C24_ceiling,1800
160,Rapid,AUC_match,1550
160,Rapid,C24_match,1550
160,Rapid,C24_ceiling,1800
161,Slow,AUC_match,500
161,Slow,C24_match,200
161,Slow,C24_ceiling,200
161,Intermediate,AUC_match,1250
161,Intermediate,C24_match,1800
161,Intermediate,C24_ceiling,1800
161,Rapid,AUC_match,1800
161,Rapid,C24_match,1800
161,Rapid,C24_ceiling,1800
162,Slow,AUC_match,650
162,Slow,C24_match,200
162,Slow,C24_ceiling,550
162,Intermediate,AUC_match,1250
162,Intermediate,C24_match,1800
162,Intermediate,C24_ceiling,1800
162,Rapid,AUC_match,850
162,Rapid,C24_match,550
162,Rapid,C24_ceiling,1550
163,Slow,AUC_match,700
163,Slow,C24_match,200
163,Slow,C24_ceiling,400
163,Intermediate,AUC_match,1350
163,Intermediate,C24_match,1550
163,Intermediate,C24_ceiling,1800
163,Rapid,AUC_match,1800
163,Rapid,C24_match,1800
163,Rapid,C24_ceiling,1800
164,Slow,AUC_match,550
164,Slow,C24_match,200
164,Slow,C24_ceiling,200
164,Intermediate,AUC_match,1200
164,Intermediate,C24_match,1800
164,Intermediate,C24_ceiling,1800
164,Rapid,AUC_match,1800
164,Rapid,C24_match,1800
164,Rapid,C24_ceiling,1800
165,Slow,AUC_match,600
165,Slow,C24_match,200
165,Slow,C24_ceiling,250
165,Intermediate,AUC_match,1150
165,Intermediate,C24_match,850
165,Intermediate,C24_ceiling,1800
165,Rapid,AUC_match,1150
165,Rapid,C24_match,750
165,Rapid,C24_ceiling,1800
166,Slow,AUC_match,800
166,Slow,C24_match,200
166,Slow,C24_ceiling,850
166,Intermediate,AUC_match,1300
166,Intermediate,C24_match,1150
166,Intermediate,C24_ceiling,1800
166,Rapid,AUC_match,1750
166,Rapid,C24_match,1800
166,Rapid,C24_ceiling,1800
167,Slow,AUC_match,650
167,Slow,C24_match,200
167,Slow,C24_ceiling,350
167,Intermediate,AUC_match,1250
167,Intermediate,C24_match,850
167,Intermediate,C24_ceiling,1800
167,Rapid,AUC_match,1500
167,Rapid,C24_match,1500
167,Rapid,C24_ceiling,1800
168,Slow,AUC_match,700
168,Slow,C24_match,200
168,Slow,C24_ceiling,500
168,Intermediate,AUC_match,1100
168,Intermediate,C24_match,800
168,Intermediate,C24_ceiling,1800
168,Rapid,AUC_match,1750
168,Rapid,C24_match,1800
168,Rapid,C24_ceiling,1800
169,Slow,AUC_match,800
169,Slow,C24_match,200
169,Slow,C24_ceiling,700
169,Intermediate,AUC_match,1250
169,Intermediate,C24_match,1050
169,Intermediate,C24_ceiling,1800
169,Rapid,AUC_match,1450
169,Rapid,C24_match,1650
169,Rapid,C24_ceiling,1800
170,Slow,AUC_match,700
170,Slow,C24_match,200
170,Slow,C24_ceiling,450
170,Intermediate,AUC_match,1300
170,Intermediate,C24_match,750
170,Intermediate,C24_ceiling,1800
170,Rapid,AUC_match,1550
170,Rapid,C24_match,1200
170,Rapid,C24_ceiling,1800
171,Slow,AUC_match,950
171,Slow,C24_match,550
171,Slow,C24_ceiling,1800
171,Intermediate,AUC_match,1350
171,Intermediate,C24_match,1600
171,Intermediate,C24_ceiling,1800
171,Rapid,AUC_match,1800
171,Rapid,C24_match,1800
171,Rapid,C24_ceiling,1800
172,Slow,AUC_match,700
172,Slow,C24_match,200
172,Slow,C24_ceiling,550
172,Intermediate,AUC_match,1300
172,Intermediate,C24_match,1150
172,Intermediate,C24_ceiling,1800
172,Rapid,AUC_match,1250
172,Rapid,C24_match,1050
172,Rapid,C24_ceiling,1800
173,Slow,AUC_match,550
173,Slow,C24_match,200
173,Slow,C24_ceiling,200
173,Intermediate,AUC_match,1100
173,Intermediate,C24_match,750
173,Intermediate,C24_ceiling,1800
173,Rapid,AUC_match,1800
173,Rapid,C24_match,1800
173,Rapid,C24_ceiling,1800
174,Slow,AUC_match,600
174,Slow,C24_match,200
174,Slow,C24_ceiling,200
174,Intermediate,AUC_match,1200
174,Intermediate,C24_match,750
174,Intermediate,C24_ceiling,1800
174,Rapid,AUC_match,1700
174,Rapid,C24_match,1800
174,Rapid,C24_ceiling,1800
175,Slow,AUC_match,600
175,Slow,C24_match,200
175,Slow,C24_ceiling,350
175,Intermediate,AUC_match,1250
175,Intermediate,C24_match,1250
175,Intermediate,C24_ceiling,1800
175,Rapid,AUC_match,1400
175,Rapid,C24_match,1650
175,Rapid,C24_ceiling,1800
176,Slow,AUC_match,650
176,Slow,C24_match,200
176,Slow,C24_ceiling,350
176,Intermediate,AUC_match,1250
176,Intermediate,C24_match,1100
176,Intermediate,C24_ceiling,1800
176,Rapid,AUC_match,1600
176,Rapid,C24_match,1800
176,Rapid,C24_ceiling,1800
177,Slow,AUC_match,1000
177,Slow,C24_match,200
177,Slow,C24_ceiling,200
177,Intermediate,AUC_match,1750
177,Intermediate,C24_match,200
177,Intermediate,C24_ceiling,200
177,Rapid,AUC_match,1800
177,Rapid,C24_match,200
177,Rapid,C24_ceiling,350
178,Slow,AUC_match,650
178,Slow,C24_match,200
178,Slow,C24_ceiling,300
178,Intermediate,AUC_match,1200
178,Intermediate,C24_match,1650
178,Intermediate,C24_ceiling,1800
178,Rapid,AUC_match,1800
178,Rapid,C24_match,1800
178,Rapid,C24_ceiling,1800
179,Slow,AUC_match,550
179,Slow,C24_match,200
179,Slow,C24_ceiling,200
179,Intermediate,AUC_match,1150
179,Intermediate,C24_match,550
179,Intermediate,C24_ceiling,1800
179,Rapid,AUC_match,1200
179,Rapid,C24_match,600
179,Rapid,C24_ceiling,1800
180,Slow,AUC_match,800
180,Slow,C24_match,200
180,Slow,C24_ceiling,700
180,Intermediate,AUC_match,1350
180,Intermediate,C24_match,1050
180,Intermediate,C24_ceiling,1800
180,Rapid,AUC_match,1400
180,Rapid,C24_match,1100
180,Rapid,C24_ceiling,1800
181,Slow,AUC_match,700
181,Slow,C24_match,200
181,Slow,C24_ceiling,400
181,Intermediate,AUC_match,1300
181,Intermediate,C24_match,1600
181,Intermediate,C24_ceiling,1800
181,Rapid,AUC_match,1350
181,Rapid,C24_match,1750
181,Rapid,C24_ceiling,1800
182,Slow,AUC_match,600
182,Slow,C24_match,200
182,Slow,C24_ceiling,200
182,Intermediate,AUC_match,1250
182,Intermediate,C24_match,700
182,Intermediate,C24_ceiling,1800
182,Rapid,AUC_match,1800
182,Rapid,C24_match,1800
182,Rapid,C24_ceiling,1800
183,Slow,AUC_match,500
183,Slow,C24_match,200
183,Slow,C24_ceiling,200
183,Intermediate,AUC_match,1150
183,Intermediate,C24_match,600
183,Intermediate,C24_ceiling,1800
183,Rapid,AUC_match,1200
183,Rapid,C24_match,700
183,Rapid,C24_ceiling,1800
184,Slow,AUC_match,700
184,Slow,C24_match,200
184,Slow,C24_ceiling,500
184,Intermediate,AUC_match,1200
184,Intermediate,C24_match,1800
184,Intermediate,C24_ceiling,1800
184,Rapid,AUC_match,950
184,Rapid,C24_match,800
184,Rapid,C24_ceiling,1800
185,Slow,AUC_match,600
185,Slow,C24_match,200
185,Slow,C24_ceiling,300
185,Intermediate,AUC_match,1300
185,Intermediate,C24_match,1000
185,Intermediate,C24_ceiling,1800
185,Rapid,AUC_match,1200
185,Rapid,C24_match,750
185,Rapid,C24_ceiling,1800
186,Slow,AUC_match,950
186,Slow,C24_match,400
186,Slow,C24_ceiling,1650
186,Intermediate,AUC_match,1250
186,Intermediate,C24_match,1000
186,Intermediate,C24_ceiling,1800
186,Rapid,AUC_match,1650
186,Rapid,C24_match,1800
186,Rapid,C24_ceiling,1800
187,Slow,AUC_match,700
187,Slow,C24_match,200
187,Slow,C24_ceiling,550
187,Intermediate,AUC_match,1250
187,Intermediate,C24_match,1800
187,Intermediate,C24_ceiling,1800
187,Rapid,AUC_match,1100
187,Rapid,C24_match,1000
187,Rapid,C24_ceiling,1800
188,Slow,AUC_match,650
188,Slow,C24_match,200
188,Slow,C24_ceiling,300
188,Intermediate,AUC_match,1200
188,Intermediate,C24_match,600
188,Intermediate,C24_ceiling,1800
188,Rapid,AUC_match,1250
188,Rapid,C24_match,700
188,Rapid,C24_ceiling,1800
189,Slow,AUC_match,600
189,Slow,C24_match,200
189,Slow,C24_ceiling,250
189,Intermediate,AUC_match,1150
189,Intermediate,C24_match,1800
189,Intermediate,C24_ceiling,1800
189,Rapid,AUC_match,800
189,Rapid,C24_match,200
189,Rapid,C24_ceiling,650
190,Slow,AUC_match,700
190,Slow,C24_match,200
190,Slow,C24_ceiling,450
190,Intermediate,AUC_match,1200
190,Intermediate,C24_match,750
190,Intermediate,C24_ceiling,1800
190,Rapid,AUC_match,1800
190,Rapid,C24_match,1800
190,Rapid,C24_ceiling,1800
191,Slow,AUC_match,650
191,Slow,C24_match,200
191,Slow,C24_ceiling,400
191,Intermediate,AUC_match,1200
191,Intermediate,C24_match,1800
191,Intermediate,C24_ceiling,1800
191,Rapid,AUC_match,1250
191,Rapid,C24_match,1800
191,Rapid,C24_ceiling,1800
192,Slow,AUC_match,750
192,Slow,C24_match,200
192,Slow,C24_ceiling,400
192,Intermediate,AUC_match,1250
192,Intermediate,C24_match,550
192,Intermediate,C24_ceiling,1800
192,Rapid,AUC_match,1500
192,Rapid,C24_match,1000
192,Rapid,C24_ceiling,1800
193,Slow,AUC_match,550
193,Slow,C24_match,200
193,Slow,C24_ceiling,200
193,Intermediate,AUC_match,1200
193,Intermediate,C24_match,900
193,Intermediate,C24_ceiling,1800
193,Rapid,AUC_match,1500
193,Rapid,C24_match,1800
193,Rapid,C24_ceiling,1800
194,Slow,AUC_match,800
194,Slow,C24_match,400
194,Slow,C24_ceiling,1200
194,Intermediate,AUC_match,1300
194,Intermediate,C24_match,1800
194,Intermediate,C24_ceiling,1800
