draw,Phenotype,logic,dose
292,Slow,C24_ceiling,200
292,Intermediate,AUC_match,1050
292,Intermediate,C24_match,400
292,Intermediate,C24_ceiling,1800
292,Rapid,AUC_match,1250
292,Rapid,C24_match,650
292,Rapid,C24_ceiling,1800
293,Slow,AUC_match,700
293,Slow,C24_match,200
293,Slow,C24_ceiling,450
293,Intermediate,AUC_match,1250
293,Intermediate,C24_match,700
293,Intermediate,C24_ceiling,1800
293,Rapid,AUC_match,1150
293,Rapid,C24_match,500
293,Rapid,C24_ceiling,1800
294,Slow,AUC_match,750
294,Slow,C24_match,250
294,Slow,C24_ceiling,750
294,Intermediate,AUC_match,1250
294,Intermediate,C24_match,1800
294,Intermediate,C24_ceiling,1800
294,Rapid,AUC_match,1050
294,Rapid,C24_match,1750
294,Rapid,C24_ceiling,1800
295,Slow,AUC_match,650
295,Slow,C24_match,200
295,Slow,C24_ceiling,350
295,Intermediate,AUC_match,1300
295,Intermediate,C24_match,1250
295,Intermediate,C24_ceiling,1800
295,Rapid,AUC_match,1800
295,Rapid,C24_match,1800
295,Rapid,C24_ceiling,1800
296,Slow,AUC_match,650
296,Slow,C24_match,200
296,Slow,C24_ceiling,350
296,Intermediate,AUC_match,1200
296,Intermediate,C24_match,700
296,Intermediate,C24_ceiling,1800
296,Rapid,AUC_match,1200
296,Rapid,C24_match,700
296,Rapid,C24_ceiling,1800
297,Slow,AUC_match,600
297,Slow,C24_match,200
297,Slow,C24_ceiling,300
297,Intermediate,AUC_match,1200
297,Intermediate,C24_match,1800
297,Intermediate,C24_ceiling,1800
297,Rapid,AUC_match,1800
297,Rapid,C24_match,1800
297,Rapid,C24_ceiling,1800
298,Slow,AUC_match,700
298,Slow,C24_match,200
298,Slow,C24_ceiling,550
298,Intermediate,AUC_match,1250
298,Intermediate,C24_match,1800
298,Intermediate,C24_ceiling,1800
298,Rapid,AUC_match,1450
298,Rapid,C24_match,1800
298,Rapid,C24_ceiling,1800
299,Slow,AUC_match,700
299,Slow,C24_match,200
299,Slow,C24_ceiling,600
299,Intermediate,AUC_match,1200
299,Intermediate,C24_match,1100
299,Intermediate,C24_ceiling,1800
299,Rapid,AUC_match,1800
299,Rapid,C24_match,1800
299,Rapid,C24_ceiling,1800
300,Slow,AUC_match,700
300,Slow,C24_match,200
300,Slow,C24_ceiling,600
300,Intermediate,AUC_match,1250
300,Intermediate,C24_match,1000
300,Intermediate,C24_ceiling,1800
300,Rapid,AUC_match,1500
300,Rapid,C24_match,1700
300,Rapid,C24_ceiling,1800
301,Slow,AUC_match,650
301,Slow,C24_match,200
301,Slow,C24_ceiling,350
301,Intermediate,AUC_match,1300
301,Intermediate,C24_match,1000
301,Intermediate,C24_ceiling,1800
301,Rapid,AUC_match,1450
301,Rapid,C24_match,1200
301,Rapid,C24_ceiling,1800
302,Slow,AUC_match,700
302,Slow,C24_match,200
302,Slow,C24_ceiling,700
302,Intermediate,AUC_match,1150
302,Intermediate,C24_match,1800
302,Intermediate,C24_ceiling,1800
302,Rapid,AUC_match,1750
302,Rapid,C24_match,1800
302,Rapid,C24_ceiling,1800
303,Slow,AUC_match,600
303,Slow,C24_match,200
303,Slow,C24_ceiling,250
303,Intermediate,AUC_match,1150
303,Intermediate,C24_match,550
303,Intermediate,C24_ceiling,1800
303,Rapid,AUC_match,1300
303,Rapid,C24_match,750
303,Rapid,C24_ceiling,1800
304,Slow,AUC_match,750
304,Slow,C24_match,200
304,Slow,C24_ceiling,550
304,Intermediate,AUC_match,1350
304,Intermediate,C24_match,1000
304,Intermediate,C24_ceiling,1800
304,Rapid,AUC_match,1800
304,Rapid,C24_match,1800
304,Rapid,C24_ceiling,1800
305,Slow,AUC_match,650
305,Slow,C24_match,200
305,Slow,C24_ceiling,350
305,Intermediate,AUC_match,1250
305,Intermediate,C24_match,700
305,Intermediate,C24_ceiling,1800
305,Rapid,AUC_match,900
305,Rapid,C24_match,250
305,Rapid,C24_ceiling,1100
306,Slow,AUC_match,600
306,Slow,C24_match,200
306,Slow,C24_ceiling,300
306,Intermediate,AUC_match,1100
306,Intermediate,C24_match,750
306,Intermediate,C24_ceiling,1800
306,Rapid,AUC_match,1200
306,Rapid,C24_match,950
306,Rapid,C24_ceiling,1800
307,Slow,AUC_match,650
307,Slow,C24_match,200
307,Slow,C24_ceiling,400
307,Intermediate,AUC_match,1200
307,Intermediate,C24_match,750
307,Intermediate,C24_ceiling,1800
307,Rapid,AUC_match,1350
307,Rapid,C24_match,1050
307,Rapid,C24_ceiling,1800
308,Slow,AUC_match,500
308,Slow,C24_match,200
308,Slow,C24_ceiling,200
308,Intermediate,AUC_match,1150
308,Intermediate,C24_match,600
308,Intermediate,C24_ceiling,1800
308,Rapid,AUC_match,1400
308,Rapid,C24_match,1000
308,Rapid,C24_ceiling,1800
309,Slow,AUC_match,700
309,Slow,C24_match,200
309,Slow,C24_ceiling,450
309,Intermediate,AUC_match,1250
309,Intermediate,C24_match,1250
309,Intermediate,C24_ceiling,1800
309,Rapid,AUC_match,1800
309,Rapid,C24_match,1800
309,Rapid,C24_ceiling,1800
310,Slow,AUC_match,650
310,Slow,C24_match,200
310,Slow,C24_ceiling,400
310,Intermediate,AUC_match,1350
310,Intermediate,C24_match,1800
310,Intermediate,C24_ceiling,1800
310,Rapid,AUC_match,1800
310,Rapid,C24_match,1800
310,Rapid,C24_ceiling,1800
311,Slow,AUC_match,550
311,Slow,C24_match,200
311,Slow,C24_ceiling,200
311,Intermediate,AUC_match,1150
311,Intermediate,C24_match,450
311,Intermediate,C24_ceiling,1800
311,Rapid,AUC_match,1400
311,Rapid,C24_match,750
311,Rapid,C24_ceiling,1800
312,Slow,AUC_match,550
312,Slow,C24_match,200
312,Slow,C24_ceiling,200
312,Intermediate,AUC_match,1100
312,Intermediate,C24_match,600
312,Intermediate,C24_ceiling,1800
312,Rapid,AUC_match,1750
312,Rapid,C24_match,1800
312,Rapid,C24_ceiling,1800
313,Slow,AUC_match,550
313,Slow,C24_match,200
313,Slow,C24_ceiling,250
313,Intermediate,AUC_match,1200
313,Intermediate,C24_match,1650
313,Intermediate,C24_ceiling,1800
313,Rapid,AUC_match,1800
313,Rapid,C24_match,1800
313,Rapid,C24_ceiling,1800
314,Slow,AUC_match,600
314,Slow,C24_match,200
314,Slow,C24_ceiling,200
314,Intermediate,AUC_match,1100
314,Intermediate,C24_match,450
314,Intermediate,C24_ceiling,1800
314,Rapid,AUC_match,1200
314,Rapid,C24_match,600
314,Rapid,C24_ceiling,1800
315,Slow,AUC_match,600
315,Slow,C24_match,200
315,Slow,C24_ceiling,350
315,Intermediate,AUC_match,1250
315,Intermediate,C24_match,1800
315,Intermediate,C24_ceiling,1800
315,Rapid,AUC_match,1600
315,Rapid,C24_match,1800
315,Rapid,C24_ceiling,1800
316,Slow,AUC_match,550
316,Slow,C24_match,200
316,Slow,C24_ceiling,250
316,Intermediate,AUC_match,1150
316,Intermediate,C24_match,1800
316,Intermediate,C24_ceiling,1800
316,Rapid,AUC_match,1800
316,Rapid,C24_match,1800
316,Rapid,C24_ceiling,1800
317,Slow,AUC_match,550
317,Slow,C24_match,200
317,Slow,C24_ceiling,200
317,Intermediate,AUC_match,1250
317,Intermediate,C24_match,800
317,Intermediate,C24_ceiling,1800
317,Rapid,AUC_match,1800
317,Rapid,C24_match,1800
317,Rapid,C24_ceiling,1800
318,Slow,AUC_match,700
318,Slow,C24_match,200
318,Slow,C24_ceiling,550
318,Intermediate,AUC_match,1250
318,Intermediate,C24_match,1750
318,Intermediate,C24_ceiling,1800
318,Rapid,AUC_match,1800
318,Rapid,C24_match,1800
318,Rapid,C24_ceiling,1800
319,Slow,AUC_match,800
319,Slow,C24_match,300
319,Slow,C24_ceiling,950
319,Intermediate,AUC_match,1250
319,Intermediate,C24_match,1800
319,Intermediate,C24_ceiling,1800
319,Rapid,AUC_match,1800
319,Rapid,C24_match,1800
319,Rapid,C24_ceiling,1800
320,Slow,AUC_match,650
320,Slow,C24_match,200
320,Slow,C24_ceiling,300
320,Intermediate,AUC_match,1300
320,Intermediate,C24_match,700
320,Intermediate,C24_ceiling,1800
320,Rapid,AUC_match,1800
320,Rapid,C24_match,1800
320,Rapid,C24_ceiling,1800
321,Slow,AUC_match,700
321,Slow,C24_match,200
321,Slow,C24_ceiling,600
321,Intermediate,AUC_match,1200
321,Intermediate,C24_match,1800
321,Intermediate,C24_ceiling,1800
321,Rapid,AUC_match,1200
321,Rapid,C24_match,1600
321,Rapid,C24_ceiling,1800
322,Slow,AUC_match,650
322,Slow,C24_match,200
322,Slow,C24_ceiling,350
322,Intermediate,AUC_match,1250
322,Intermediate,C24_match,1150
322,Intermediate,C24_ceiling,1800
322,Rapid,AUC_match,1800
322,Rapid,C24_match,1800
322,Rapid,C24_ceiling,1800
323,Slow,AUC_match,600
323,Slow,C24_match,200
323,Slow,C24_ceiling,250
323,Intermediate,AUC_match,1100
323,Intermediate,C24_match,750
323,Intermediate,C24_ceiling,1800
323,Rapid,AUC_match,1800
323,Rapid,C24_match,1800
323,Rapid,C24_ceiling,1800
324,Slow,AUC_match,650
324,Slow,C24_match,200
324,Slow,C24_ceiling,300
324,Intermediate,AUC_match,1150
324,Intermediate,C24_match,650
324,Intermediate,C24_ceiling,1800
324,Rapid,AUC_match,1650
324,Rapid,C24_match,1700
324,Rapid,C24_ceiling,1800
325,Slow,AUC_match,700
325,Slow,C24_match,200
325,Slow,C24_ceiling,450
325,Intermediate,AUC_match,1350
325,Intermediate,C24_match,1100
325,Intermediate,C24_ceiling,1800
325,Rapid,AUC_match,1650
325,Rapid,C24_match,1700
325,Rapid,C24_ceiling,1800
326,Slow,AUC_match,650
326,Slow,C24_match,200
326,Slow,C24_ceiling,400
326,Intermediate,AUC_match,1250
326,Intermediate,C24_match,1150
326,Intermediate,C24_ceiling,1800
326,Rapid,AUC_match,1750
326,Rapid,C24_match,1800
326,Rapid,C24_ceiling,1800
327,Slow,AUC_match,800
327,Slow,C24_match,200
327,Slow,C24_ceiling,200
327,Intermediate,AUC_match,1300
327,Intermediate,C24_match,200
327,Intermediate,C24_ceiling,500
327,Rapid,AUC_match,1750
327,Rapid,C24_match,200
327,Rapid,C24_ceiling,800
328,Slow,AUC_match,800
328,Slow,C24_match,200
328,Slow,C24_ceiling,650
328,Intermediate,AUC_match,1400
328,Intermediate,C24_match,1400
328,Intermediate,C24_ceiling,1800
328,Rapid,AUC_match,1600
328,Rapid,C24_match,1800
328,Rapid,C24_ceiling,1800
329,Slow,AUC_match,600
329,Slow,C24_match,200
329,Slow,C24_ceiling,250
329,Intermediate,AUC_match,1250
329,Intermediate,C24_match,800
329,Intermediate,C24_ceiling,1800
329,Rapid,AUC_match,1800
329,Rapid,C24_match,1800
329,Rapid,C24_ceiling,1800
330,Slow,AUC_match,500
330,Slow,C24_match,200
330,Slow,C24_ceiling,200
330,Intermediate,AUC_match,1300
330,Intermediate,C24_match,850
330,Intermediate,C24_ceiling,1800
330,Rapid,AUC_match,1800
330,Rapid,C24_match,1800
330,Rapid,C24_ceiling,1800
331,Slow,AUC_match,600
331,Slow,C24_match,200
331,Slow,C24_ceiling,250
331,Intermediate,AUC_match,1150
331,Intermediate,C24_match,650
331,Intermediate,C24_ceiling,1800
331,Rapid,AUC_match,1600
331,Rapid,C24_match,1450
331,Rapid,C24_ceiling,1800
332,Slow,AUC_match,700
332,Slow,C24_match,200
332,Slow,C24_ceiling,650
332,Intermediate,AUC_match,1250
332,Intermediate,C24_match,1800
332,Intermediate,C24_ceiling,1800
332,Rapid,AUC_match,1550
332,Rapid,C24_match,1800
332,Rapid,C24_ceiling,1800
333,Slow,AUC_match,750
333,Slow,C24_match,200
333,Slow,C24_ceiling,600
333,Intermediate,AUC_match,1300
333,Intermediate,C24_match,1800
333,Intermediate,C24_ceiling,1800
333,Rapid,AUC_match,1800
333,Rapid,C24_match,1800
333,Rapid,C24_ceiling,1800
334,Slow,AUC_match,500
334,Slow,C24_match,200
334,Slow,C24_ceiling,200
334,Intermediate,AUC_match,1200
334,Intermediate,C24_match,1800
334,Intermediate,C24_ceiling,1800
334,Rapid,AUC_match,1500
334,Rapid,C24_match,1800
334,Rapid,C24_ceiling,1800
335,Slow,AUC_match,750
335,Slow,C24_match,200
335,Slow,C24_ceiling,500
335,Intermediate,AUC_match,1150
335,Intermediate,C24_match,650
335,Intermediate,C24_ceiling,1800
335,Rapid,AUC_match,1800
335,Rapid,C24_match,1800
335,Rapid,C24_ceiling,1800
336,Slow,AUC_match,700
336,Slow,C24_match,200
336,Slow,C24_ceiling,400
336,Intermediate,AUC_match,1250
336,Intermediate,C24_match,900
336,Intermediate,C24_ceiling,1800
336,Rapid,AUC_match,1300
336,Rapid,C24_match,950
336,Rapid,C24_ceiling,1800
337,Slow,AUC_match,700
337,Slow,C24_match,200
337,Slow,C24_ceiling,400
337,Intermediate,AUC_match,1250
337,Intermediate,C24_match,1550
337,Intermediate,C24_ceiling,1800
337,Rapid,AUC_match,1400
337,Rapid,C24_match,1800
337,Rapid,C24_ceiling,1800
338,Slow,AUC_match,800
338,Slow,C24_match,200
338,Slow,C24_ceiling,300
338,Intermediate,AUC_match,1300
338,Intermediate,C24_match,300
338,Intermediate,C24_ceiling,1500
338,Rapid,AUC_match,1450
338,Rapid,C24_match,350
338,Rapid,C24_ceiling,1800
339,Slow,AUC_match,1800
339,Slow,C24_match,250
339,Slow,C24_ceiling,1800
339,Intermediate,AUC_match,1800
339,Intermediate,C24_match,450
339,Intermediate,C24_ceiling,1800
339,Rapid,AUC_match,1800
339,Rapid,C24_match,400
339,Rapid,C24_ceiling,1800
340,Slow,AUC_match,650
340,Slow,C24_match,200
340,Slow,C24_ceiling,350
340,Intermediate,AUC_match,1300
340,Intermediate,C24_match,1800
340,Intermediate,C24_ceiling,1800
340,Rapid,AUC_match,1800
340,Rapid,C24_match,1800
340,Rapid,C24_ceiling,1800
341,Slow,AUC_match,600
341,Slow,C24_match,200
341,Slow,C24_ceiling,200
341,Intermediate,AUC_match,1200
341,Intermediate,C24_match,550
341,Intermediate,C24_ceiling,1800
341,Rapid,AUC_match,1400
341,Rapid,C24_match,900
341,Rapid,C24_ceiling,1800
342,Slow,AUC_match,550
342,Slow,C24_match,200
342,Slow,C24_ceiling,250
342,Intermediate,AUC_match,1200
342,Intermediate,C24_match,1800
342,Intermediate,C24_ceiling,1800
342,Rapid,AUC_match,1600
342,Rapid,C24_match,1800
342,Rapid,C24_ceiling,1800
343,Slow,AUC_match,550
343,Slow,C24_match,200
343,Slow,C24_ceiling,200
343,Intermediate,AUC_match,1250
343,Intermediate,C24_match,800
343,Intermediate,C24_ceiling,1800
343,Rapid,AUC_match,1400
343,Rapid,C24_match,1100
343,Rapid,C24_ceiling,1800
344,Slow,AUC_match,650
344,Slow,C24_match,200
344,Slow,C24_ceiling,400
344,Intermediate,AUC_match,1350
344,Intermediate,C24_match,1350
344,Intermediate,C24_ceiling,1800
344,Rapid,AUC_match,1800
344,Rapid,C24_match,1800
344,Rapid,C24_ceiling,1800
345,Slow,AUC_match,550
345,Slow,C24_match,200
345,Slow,C24_ceiling,250
345,Intermediate,AUC_match,1200
345,Intermediate,C24_match,1800
345,Intermediate,C24_ceiling,1800
345,Rapid,AUC_match,1800
345,Rapid,C24_match,1800
345,Rapid,C24_ceiling,1800
346,Slow,AUC_match,700
346,Slow,C24_match,200
346,Slow,C24_ceiling,450
346,Intermediate,AUC_match,1250
346,Intermediate,C24_match,700
346,Intermediate,C24_ceiling,1800
346,Rapid,AUC_match,1300
346,Rapid,C24_match,700
346,Rapid,C24_ceiling,1800
347,Slow,AUC_match,700
347,Slow,C24_match,200
347,Slow,C24_ceiling,650
347,Intermediate,AUC_match,1300
347,Intermediate,C24_match,1800
347,Intermediate,C24_ceiling,1800
347,Rapid,AUC_match,1800
347,Rapid,C24_match,1800
347,Rapid,C24_ceiling,1800
348,Slow,AUC_match,650
348,Slow,C24_match,200
348,Slow,C24_ceiling,400
348,Intermediate,AUC_match,1250
348,Intermediate,C24_match,1200
348,Intermediate,C24_ceiling,1800
348,Rapid,AUC_match,1750
348,Rapid,C24_match,1800
348,Rapid,C24_ceiling,1800
349,Slow,AUC_match,700
349,Slow,C24_match,200
349,Slow,C24_ceiling,450
349,Intermediate,AUC_match,1300
349,Intermediate,C24_match,1800
349,Intermediate,C24_ceiling,1800
349,Rapid,AUC_match,1800
349,Rapid,C24_match,1800
349,Rapid,C24_ceiling,1800
350,Slow,AUC_match,650
350,Slow,C24_match,200
350,Slow,C24_ceiling,400
350,Intermediate,AUC_match,1250
350,Intermediate,C24_match,1250
350,Intermediate,C24_ceiling,1800
350,Rapid,AUC_match,1350
350,Rapid,C24_match,1550
350,Rapid,C24_ceiling,1800
351,Slow,AUC_match,550
351,Slow,C24_match,200
351,Slow,C24_ceiling,200
351,Intermediate,AUC_match,1200
351,Intermediate,C24_match,800
351,Intermediate,C24_ceiling,1800
351,Rapid,AUC_match,1400
351,Rapid,C24_match,1250
351,Rapid,C24_ceiling,1800
352,Slow,AUC_match,650
352,Slow,C24_match,200
352,Slow,C24_ceiling,400
352,Intermediate,AUC_match,1100
352,Intermediate,C24_match,800
352,Intermediate,C24_ceiling,1800
352,Rapid,AUC_match,1550
352,Rapid,C24_match,1800
352,Rapid,C24_ceiling,1800
353,Slow,AUC_match,500
353,Slow,C24_match,200
353,Slow,C24_ceiling,200
353,Intermediate,AUC_match,1250
353,Intermediate,C24_match,950
353,Intermediate,C24_ceiling,1800
353,Rapid,AUC_match,1550
353,Rapid,C24_match,1700
353,Rapid,C24_ceiling,1800
354,Slow,AUC_match,800
354,Slow,C24_match,250
354,Slow,C24_ceiling,850
354,Intermediate,AUC_match,1250
354,Intermediate,C24_match,1050
354,Intermediate,C24_ceiling,1800
354,Rapid,AUC_match,1250
354,Rapid,C24_match,950
354,Rapid,C24_ceiling,1800
355,Slow,AUC_match,1800
355,Slow,C24_match,300
355,Slow,C24_ceiling,1800
355,Intermediate,AUC_match,1800
355,Intermediate,C24_match,500
355,Intermediate,C24_ceiling,1800
355,Rapid,AUC_match,1800
355,Rapid,C24_match,600
355,Rapid,C24_ceiling,1800
356,Slow,AUC_match,700
356,Slow,C24_match,200
356,Slow,C24_ceiling,550
356,Intermediate,AUC_match,1200
356,Intermediate,C24_match,1800
356,Intermediate,C24_ceiling,1800
356,Rapid,AUC_match,1550
356,Rapid,C24_match,1800
356,Rapid,C24_ceiling,1800
357,Slow,AUC_match,750
357,Slow,C24_match,250
357,Slow,C24_ceiling,750
357,Intermediate,AUC_match,1300
357,Intermediate,C24_match,1800
357,Intermediate,C24_ceiling,1800
357,Rapid,AUC_match,1800
357,Rapid,C24_match,1800
357,Rapid,C24_ceiling,1800
358,Slow,AUC_match,650
358,Slow,C24_match,200
358,Slow,C24_ceiling,400
358,Intermediate,AUC_match,1200
358,Intermediate,C24_match,1800
358,Intermediate,C24_ceiling,1800
358,Rapid,AUC_match,1000
358,Rapid,C24_match,700
358,Rapid,C24_ceiling,1800
359,Slow,AUC_match,750
359,Slow,C24_match,200
359,Slow,C24_ceiling,650
359,Intermediate,AUC_match,1350
359,Intermediate,C24_match,1650
359,Intermediate,C24_ceiling,1800
359,Rapid,AUC_match,1800
359,Rapid,C24_match,1800
359,Rapid,C24_ceiling,1800
360,Slow,AUC_match,750
360,Slow,C24_match,200
360,Slow,C24_ceiling,600
360,Intermediate,AUC_match,1200
360,Intermediate,C24_match,900
360,Intermediate,C24_ceiling,1800
360,Rapid,AUC_match,1800
360,Rapid,C24_match,1800
360,Rapid,C24_ceiling,1800
361,Slow,AUC_match,700
361,Slow,C24_match,200
361,Slow,C24_ceiling,650
361,Intermediate,AUC_match,1200
361,Intermediate,C24_match,1050
361,Intermediate,C24_ceiling,1800
361,Rapid,AUC_match,1500
361,Rapid,C24_match,1800
361,Rapid,C24_ceiling,1800
362,Slow,AUC_match,550
362,Slow,C24_match,200
362,Slow,C24_ceiling,200
362,Intermediate,AUC_match,1200
362,Intermediate,C24_match,600
362,Intermediate,C24_ceiling,1800
362,Rapid,AUC_match,1700
362,Rapid,C24_match,1600
362,Rapid,C24_ceiling,1800
363,Slow,AUC_match,650
363,Slow,C24_match,200
363,Slow,C24_ceiling,500
363,Intermediate,AUC_match,1350
363,Intermediate,C24_match,1800
363,Intermediate,C24_ceiling,1800
363,Rapid,AUC_match,1400
363,Rapid,C24_match,1800
363,Rapid,C24_ceiling,1800
364,Slow,AUC_match,750
364,Slow,C24_match,200
364,Slow,C24_ceiling,600
364,Intermediate,AUC_match,1250
364,Intermediate,C24_match,1400
364,Intermediate,C24_ceiling,1800
364,Rapid,AUC_match,1800
364,Rapid,C24_match,1800
364,Rapid,C24_ceiling,1800
365,Slow,AUC_match,650
365,Slow,C24_match,200
365,Slow,C24_ceiling,350
365,Intermediate,AUC_match,1250
365,Intermediate,C24_match,800
365,Intermediate,C24_ceiling,1800
365,Rapid,AUC_match,1400
365,Rapid,C24_match,1050
365,Rapid,C24_ceiling,1800
366,Slow,AUC_match,550
366,Slow,C24_match,200
366,Slow,C24_ceiling,200
366,Intermediate,AUC_match,1150
366,Intermediate,C24_match,1800
366,Intermediate,C24_ceiling,1800
366,Rapid,AUC_match,1800
366,Rapid,C24_match,1800
366,Rapid,C24_ceiling,1800
367,Slow,AUC_match,700
367,Slow,C24_match,200
367,Slow,C24_ceiling,450
367,Intermediate,AUC_match,1250
367,Intermediate,C24_match,650
367,Intermediate,C24_ceiling,1800
367,Rapid,AUC_match,1350
367,Rapid,C24_match,750
367,Rapid,C24_ceiling,1800
368,Slow,AUC_match,800
368,Slow,C24_match,350
368,Slow,C24_ceiling,1000
368,Intermediate,AUC_match,1300
368,Intermediate,C24_match,1800
368,Intermediate,C24_ceiling,1800
368,Rapid,AUC_match,1800
368,Rapid,C24_match,1800
368,Rapid,C24_ceiling,1800
369,Slow,AUC_match,750
369,Slow,C24_match,200
369,Slow,C24_ceiling,600
369,Intermediate,AUC_match,1300
369,Intermediate,C24_match,950
369,Intermediate,C24_ceiling,1800
369,Rapid,AUC_match,1800
369,Rapid,C24_match,1800
369,Rapid,C24_ceiling,1800
370,Slow,AUC_match,750
370,Slow,C24_match,200
370,Slow,C24_ceiling,550
370,Intermediate,AUC_match,1250
370,Intermediate,C24_match,700
370,Intermediate,C24_ceiling,1800
370,Rapid,AUC_match,1350
370,Rapid,C24_match,800
370,Rapid,C24_ceiling,1800
371,Slow,AUC_match,700
371,Slow,C24_match,200
371,Slow,C24_ceiling,450
371,Intermediate,AUC_match,1250
371,Intermediate,C24_match,900
371,Intermediate,C24_ceiling,1800
371,Rapid,AUC_match,1150
371,Rapid,C24_match,650
371,Rapid,C24_ceiling,1800
372,Slow,AUC_match,600
372,Slow,C24_match,200
372,Slow,C24_ceiling,300
372,Intermediate,AUC_match,1300
372,Intermediate,C24_match,850
372,Intermediate,C24_ceiling,1800
372,Rapid,AUC_match,1650
372,Rapid,C24_match,1600
372,Rapid,C24_ceiling,1800
373,Slow,AUC_match,800
373,Slow,C24_match,200
373,Slow,C24_ceiling,800
373,Intermediate,AUC_match,1500
373,Intermediate,C24_match,1350
373,Intermediate,C24_ceiling,1800
373,Rapid,AUC_match,1800
373,Rapid,C24_match,1800
373,Rapid,C24_ceiling,1800
374,Slow,AUC_match,700
374,Slow,C24_match,200
374,Slow,C24_ceiling,400
374,Intermediate,AUC_match,1200
374,Intermediate,C24_match,700
374,Intermediate,C24_ceiling,1800
374,Rapid,AUC_match,1700
374,Rapid,C24_match,1800
374,Rapid,C24_ceiling,1800
375,Slow,AUC_match,650
375,Slow,C24_match,200
375,Slow,C24_ceiling,350
375,Intermediate,AUC_match,1150
375,Intermediate,C24_match,1800
375,Intermediate,C24_ceiling,1800
375,Rapid,AUC_match,700
375,Rapid,C24_match,200
375,Rapid,C24_ceiling,500
376,Slow,AUC_match,450
376,Slow,C24_match,200
376,Slow,C24_ceiling,200
376,Intermediate,AUC_match,1000
376,Intermediate,C24_match,1150
376,Intermediate,C24_ceiling,1800
376,Rapid,AUC_match,1800
376,Rapid,C24_match,1800
376,Rapid,C24_ceiling,1800
377,Slow,AUC_match,650
377,Slow,C24_match,200
377,Slow,C24_ceiling,400
377,Intermediate,AUC_match,1200
377,Intermediate,C24_match,800
377,Intermediate,C24_ceiling,1800
377,Rapid,AUC_match,1750
377,Rapid,C24_match,1800
377,Rapid,C24_ceiling,1800
378,Slow,AUC_match,650
378,Slow,C24_match,200
378,Slow,C24_ceiling,350
378,Intermediate,AUC_match,1050
378,Intermediate,C24_match,400
378,Intermediate,C24_ceiling,1650
378,Rapid,AUC_match,1800
378,Rapid,C24_match,1800
378,Rapid,C24_ceiling,1800
379,Slow,AUC_match,650
379,Slow,C24_match,200
379,Slow,C24_ceiling,250
379,Intermediate,AUC_match,1150
379,Intermediate,C24_match,550
379,Intermediate,C24_ceiling,1800
379,Rapid,AUC_match,1650
379,Rapid,C24_match,1500
379,Rapid,C24_ceiling,1800
380,Slow,AUC_match,450
380,Slow,C24_match,200
380,Slow,C24_ceiling,200
380,Intermediate,AUC_match,1100
380,Intermediate,C24_match,1800
380,Intermediate,C24_ceiling,1800
380,Rapid,AUC_match,1650
380,Rapid,C24_match,1800
380,Rapid,C24_ceiling,1800
381,Slow,AUC_match,650
381,Slow,C24_match,200
381,Slow,C24_ceiling,350
381,Intermediate,AUC_match,1350
381,Intermediate,C24_match,1450
381,Intermediate,C24_ceiling,1800
381,Rapid,AUC_match,1800
381,Rapid,C24_match,1800
381,Rapid,C24_ceiling,1800
382,Slow,AUC_match,650
382,Slow,C24_match,200
382,Slow,C24_ceiling,300
382,Intermediate,AUC_match,1100
382,Intermediate,C24_match,550
382,Intermediate,C24_ceiling,1800
382,Rapid,AUC_match,1400
382,Rapid,C24_match,1050
382,Rapid,C24_ceiling,1800
383,Slow,AUC_match,650
383,Slow,C24_match,200
383,Slow,C24_ceiling,400
383,Intermediate,AUC_match,1200
383,Intermediate,C24_match,850
383,Intermediate,C24_ceiling,1800
383,Rapid,AUC_match,1150
383,Rapid,C24_match,700
383,Rapid,C24_ceiling,1800
384,Slow,AUC_match,600
384,Slow,C24_match,200
384,Slow,C24_ceiling,250
384,Intermediate,AUC_match,1100
384,Intermediate,C24_match,450
384,Intermediate,C24_ceiling,1800
384,Rapid,AUC_match,1200
384,Rapid,C24_match,550
384,Rapid,C24_ceiling,1800
385,Slow,AUC_match,700
385,Slow,C24_match,200
385,Slow,C24_ceiling,550
385,Intermediate,AUC_match,1200
385,Intermediate,C24_match,950
385,Intermediate,C24_ceiling,1800
385,Rapid,AUC_match,800
385,Rapid,C24_match,200
385,Rapid,C24_ceiling,650
386,Slow,AUC_match,650
386,Slow,C24_match,200
386,Slow,C24_ceiling,350
386,Intermediate,AUC_match,1350
386,Intermediate,C24_match,1650
386,Intermediate,C24_ceiling,1800
386,Rapid,AUC_match,1200
386,Rapid,C24_match,1100
386,Rapid,C24_ceiling,1800
387,Slow,AUC_match,600
387,Slow,C24_match,200
387,Slow,C24_ceiling,300
387,Intermediate,AUC_match,1300
387,Intermediate,C24_match,1200
387,Intermediate,C24_ceiling,1800
387,Rapid,AUC_match,1800
387,Rapid,C24_match,1800
387,Rapid,C24_ceiling,1800
388,Slow,AUC_match,700
388,Slow,C24_match,200
388,Slow,C24_ceiling,550
388,Intermediate,AUC_match,1250
388,Intermediate,C24_match,900
388,Intermediate,C24_ceiling,1800
388,Rapid,AUC_match,1800
388,Rapid,C24_match,1800
388,Rapid,C24_ceiling,1800
389,Slow,AUC_match,550
389,Slow,C24_match,200
389,Slow,C24_ceiling,250
389,Intermediate,AUC_match,1100
389,Intermediate,C24_match,700
389,Intermediate,C24_ceiling,1800
389,Rapid,AUC_match,1200
