Phenotype,Dose_mg,AUC_med,AUC_q1,AUC_q3,C24_med,C24_q1,C24_q3,pct_in_auc_target,pct_in_c24_target,pct_in_dual_target,pct_supra
Intermediate,1650,73.07996666666668,45.44650000000001,101.24207499999999,0.027133333333333332,0.018333333333333333,0.03941666666666666,27.1,27.200000000000003,11.700000000000001,9.5
Intermediate,1700,75.29451111111112,46.823666666666675,104.31001666666666,0.027955555555555553,0.01888888888888889,0.040611111111111105,25.1,27.200000000000003,11.700000000000001,9.5
Intermediate,1750,77.50905555555556,48.200833333333335,107.37795833333332,0.028777777777777777,0.019444444444444445,0.04180555555555555,25.1,25.15,11.700000000000001,9.5
Intermediate,1800,79.7236,49.578,110.4459,0.029599999999999998,0.02,0.043,25.1,0.0,0.0,9.5
Rapid,200,4.0553333333333335,2.666844444444444,6.340177777777778,0.0022222222222222222,0.0022222222222222222,0.0033777777777777777,0.0,0.0,0.0,0.0
Rapid,250,5.069166666666666,3.3335555555555554,7.925222222222223,0.002777777777777778,0.002777777777777778,0.004222222222222222,0.0,0.0,0.0,0.0
Rapid,300,6.082999999999999,4.000266666666667,9.510266666666666,0.0033333333333333335,0.0033333333333333335,0.005066666666666666,0.0,0.0,0.0,0.0
Rapid,350,7.096833333333333,4.6669777777777774,11.095311111111112,0.003888888888888889,0.003888888888888889,0.005911111111111111,0.0,0.0,0.0,0.0
Rapid,400,8.110666666666667,5.333688888888888,12.680355555555556,0.0044444444444444444,0.0044444444444444444,0.0067555555555555554,0.0,0.0,0.0,0.0
Rapid,450,9.1245,6.0004,14.2654,0.005,0.005,0.0076,0.0,0.0,0.0,0.0
Rapid,500,10.138333333333332,6.667111111111111,15.850444444444445,0.005555555555555556,0.005555555555555556,0.008444444444444444,6.5,0.0,0.0,0.0
Rapid,550,11.152166666666666,7.333822222222222,17.43548888888889,0.006111111111111111,0.006111111111111111,0.009288888888888888,6.5,0.0,0.0,0.0
Rapid,600,12.165999999999999,8.000533333333333,19.020533333333333,0.006666666666666667,0.006666666666666667,0.010133333333333333,6.5,19.45,0.0,0.0
Rapid,650,13.179833333333333,8.667244444444444,20.60557777777778,0.007222222222222223,0.007222222222222223,0.010977777777777777,6.5,25.95,0.0,0.0
Rapid,700,14.193666666666665,9.333955555555555,22.190622222222224,0.007777777777777778,0.007777777777777778,0.011822222222222222,18.6,25.95,5.8999999999999995,0.0
Rapid,750,15.2075,10.000666666666666,23.775666666666666,0.008333333333333333,0.008333333333333333,0.012666666666666666,24.8,38.1,12.4,0.0
Rapid,800,16.221333333333334,10.667377777777777,25.36071111111111,0.008888888888888889,0.008888888888888889,0.013511111111111111,30.95,38.1,12.4,0.0
Rapid,850,17.235166666666665,11.334088888888887,26.945755555555557,0.009444444444444445,0.009444444444444445,0.014355555555555555,37.15,44.25,18.55,0.0
Rapid,900,18.249,12.0008,28.5308,0.01,0.01,0.0152,37.15,49.55,18.55,0.0
Rapid,950,19.262833333333333,12.66751111111111,30.115844444444445,0.010555555555555556,0.010555555555555556,0.016044444444444445,43.35,100.0,43.35,0.0
Rapid,1000,20.276666666666664,13.334222222222222,31.70088888888889,0.011111111111111112,0.011111111111111112,0.016888888888888887,49.65,100.0,49.65,0.0
Rapid,1050,21.290499999999998,14.000933333333332,33.28593333333333,0.011666666666666667,0.011666666666666667,0.017733333333333334,49.65,100.0,49.65,0.0
Rapid,1100,22.304333333333332,14.667644444444443,34.87097777777778,0.012222222222222223,0.012222222222222223,0.018577777777777776,43.15,92.65,43.15,0.0
Rapid,1150,23.318166666666666,15.334355555555554,36.456022222222224,0.012777777777777779,0.012777777777777779,0.019422222222222223,43.15,80.55,31.05,0.0
Rapid,1200,24.331999999999997,16.001066666666667,38.041066666666666,0.013333333333333334,0.013333333333333334,0.020266666666666665,50.5,74.05000000000001,31.05,0.0
Rapid,1250,25.34583333333333,16.667777777777776,39.626111111111115,0.01388888888888889,0.01388888888888889,0.02111111111111111,57.199999999999996,74.05000000000001,37.75,0.0
Rapid,1300,26.359666666666666,17.334488888888888,41.21115555555556,0.014444444444444446,0.014444444444444446,0.021955555555555555,57.199999999999996,74.05000000000001,37.75,0.0
Rapid,1350,27.373499999999996,18.001199999999997,42.7962,0.015000000000000001,0.015000000000000001,0.022799999999999997,57.199999999999996,74.05000000000001,37.75,0.0
Rapid,1400,28.38733333333333,18.66791111111111,44.38124444444445,0.015555555555555557,0.015555555555555557,0.023644444444444444,57.199999999999996,74.05000000000001,37.75,0.0
Rapid,1450,29.401166666666665,19.334622222222222,45.96628888888889,0.01611111111111111,0.01611111111111111,0.024488888888888886,57.199999999999996,61.9,37.75,0.0
Rapid,1500,30.415,20.00133333333333,47.55133333333333,0.016666666666666666,0.016666666666666666,0.025333333333333333,45.1,61.9,31.55,0.0
Rapid,1550,31.42883333333333,20.668044444444444,49.13637777777778,0.017222222222222222,0.017222222222222222,0.026177777777777776,45.1,61.9,31.55,0.0
Rapid,1600,32.44266666666667,21.334755555555553,50.72142222222222,0.017777777777777778,0.017777777777777778,0.027022222222222222,45.4,61.9,25.35,0.0
Rapid,1650,33.4565,22.001466666666666,52.306466666666665,0.018333333333333333,0.018333333333333333,0.027866666666666665,39.25,55.75,19.2,0.0
Rapid,1700,34.47033333333333,22.668177777777775,53.891511111111114,0.01888888888888889,0.01888888888888889,0.02871111111111111,39.25,50.449999999999996,19.2,0.0
Rapid,1750,35.48416666666667,23.334888888888887,55.47655555555556,0.019444444444444445,0.019444444444444445,0.029555555555555554,33.050000000000004,50.449999999999996,13.0,0.0
Rapid,1800,36.498,24.0016,57.0616,0.02,0.02,0.0304,33.050000000000004,0.0,0.0,0.0
