Phenotype,Dose_mg,AUC_med,AUC_q1,AUC_q3,C24_med,C24_q1,C24_q3,pct_in_auc_target,pct_in_c24_target,pct_in_dual_target,pct_supra
Rapid,850,17.136110767255857,11.258038728786255,26.685352338259797,0.0053708177907571516,0.002152631930935675,0.014740231833252035,37.15,24.75,24.75,0.0
Rapid,900,18.14411728297679,11.920276301067798,28.255078946392725,0.005686748249036983,0.002279257338637773,0.015607304294031565,37.15,24.75,24.75,0.0
Rapid,950,19.152123798697723,12.582513873349342,29.824805554525653,0.006002678707316815,0.0024058827463398717,0.016474376754811098,37.15,24.75,24.75,0.0
Rapid,1000,20.16013031441865,13.244751445630884,31.39453216265858,0.006318609165596648,0.00253250815404197,0.017341449215590627,43.35,24.75,24.75,0.0
Rapid,1050,21.168136830139588,13.90698901791243,32.96425877079152,0.006634539623876481,0.0026591335617440685,0.018208521676370163,49.65,18.55,18.55,0.0
Rapid,1100,22.17614334586052,14.569226590193974,34.53398537892444,0.006950470082156312,0.002785758969446167,0.019075594137149692,43.15,24.75,24.75,0.0
Rapid,1150,23.184149861581453,15.231464162475518,36.10371198705737,0.007266400540436145,0.0029123843771482654,0.019942666597929225,43.15,18.55,18.55,0.0
Rapid,1200,24.192156377302382,15.893701734757062,37.6734385951903,0.007582330998715976,0.003039009784850364,0.02080973905870875,43.15,18.55,18.55,0.0
Rapid,1250,25.200162893023318,16.555939307038607,39.24316520332323,0.00789826145699581,0.0031656351925524627,0.021676811519488286,50.5,18.7,18.7,0.0
Rapid,1300,26.208169408744254,17.218176879320154,40.81289181145616,0.008214191915275643,0.0032922606002545617,0.02254388398026782,57.199999999999996,18.7,18.7,0.0
Rapid,1350,27.216175924465183,17.8804144516017,42.38261841958909,0.008530122373555474,0.00341888600795666,0.02341095644104735,57.199999999999996,12.5,12.5,0.0
Rapid,1400,28.224182440186116,18.542652023883242,43.95234502772202,0.008846052831835307,0.0035455114156587586,0.02427802890182688,57.199999999999996,12.5,12.5,0.0
Rapid,1450,29.232188955907052,19.204889596164783,45.52207163585495,0.00916198329011514,0.003672136823360857,0.025145101362606413,57.199999999999996,12.5,12.5,0.0
Rapid,1500,30.240195471627985,19.86712716844633,47.091798243987874,0.009477913748394972,0.0037987622310629555,0.026012173823385942,57.199999999999996,12.5,12.5,0.0
Rapid,1550,31.248201987348914,20.52936474072787,48.6615248521208,0.009793844206674803,0.003925387638765054,0.02687924628416547,45.1,12.5,12.5,0.0
Rapid,1600,32.25620850306985,21.191602313009415,50.23125146025373,0.010109774664954637,0.0040520130464671514,0.027746318744945,45.1,12.5,12.5,0.0
Rapid,1650,33.26421501879078,21.85383988529096,51.800978068386655,0.010425705123234468,0.00417863845416925,0.028613391205724533,45.4,12.5,12.5,0.0
Rapid,1700,34.272221534511715,22.51607745757251,53.370704676519594,0.010741635581514303,0.00430526386187135,0.02948046366650407,39.25,12.5,12.5,0.0
Rapid,1750,35.28022805023265,23.17831502985405,54.940431284652526,0.011057566039794135,0.004431889269573447,0.0303475361272836,39.25,12.5,12.5,0.0
Rapid,1800,36.28823456595358,23.840552602135595,56.51015789278545,0.011373496498073966,0.004558514677275546,0.03121460858806313,33.050000000000004,12.5,12.5,0.0
