Phenotype,Dose_mg,AUC_med,AUC_q1,AUC_q3,C24_med,C24_q1,C24_q3,pct_in_auc_target,pct_in_c24_target,pct_in_dual_target,pct_supra
Intermediate,400,12.408792961378603,9.886393879766265,15.543851808729535,0.007586791354068681,0.0049416012403871576,0.01161570065696324,1.5,23.849999999999998,0.25,0
Intermediate,450,14.363721616059982,11.408924762824341,18.01943389824536,0.00884826163517601,0.005741278601263981,0.013573806722811676,5.800000000000001,30.45,1.7500000000000002,0
Intermediate,500,16.3892340813665,13.000621792619729,20.6059399484372,0.010170911119777715,0.006566476966241115,0.015668741778993498,13.350000000000001,34.849999999999994,4.9,0
Intermediate,550,18.519951732302168,14.632154650483114,23.354959683261455,0.011566451437486872,0.0074754635826059495,0.017873682112867773,23.200000000000003,37.2,8.9,0
Intermediate,600,20.71962656066452,16.340998602010295,26.1608158603378,0.013018330227387513,0.008390984248354697,0.02026636701039918,34.2,39.2,12.9,0.05
Intermediate,650,22.99469896762617,18.109556018743334,29.07891723761037,0.014551273377679466,0.009352630212150648,0.022710903216718155,45.75,39.65,17.1,0.05
Intermediate,700,25.377271327374544,19.936673482131184,32.10817429676659,0.01617489780808362,0.010367612318323928,0.025245169426308358,55.7,38,20.1,0.15
Intermediate,750,27.883430221455413,21.799145005109168,35.301704622721346,0.017814126343378495,0.011438831137321005,0.02799224898641959,63.65,36.7,22.45,0.15
Intermediate,800,30.43388303355367,23.735530763951758,38.54682519302228,0.019638801294108225,0.012552528840288558,0.0309400429723919,68.89999999999999,34.5,23.35,0.25
Intermediate,850,33.0851159518231,25.700932566264925,41.91296287588367,0.021627914158995332,0.013691220394148964,0.03398026908831136,70.25,32.4,23.549999999999997,0.44999999999999996
Intermediate,900,35.774299051711196,27.750367245234585,45.38168289966865,0.02357444990263457,0.014922451600337781,0.03727187904286134,70.6,29.049999999999997,23.1,0.5
Intermediate,950,38.52179428881719,29.863514500722133,48.99901117366791,0.025680644302437244,0.016165938973552414,0.04073701857636803,68.89999999999999,26.900000000000002,22.45,0.65
Intermediate,1000,41.40322556429041,32.04241857239238,52.69651105609301,0.027773484898821768,0.017529136314311203,0.04433064805106309,65.25,24.8,22,0.95
Intermediate,1050,44.34628046772217,34.26665011440773,56.598369725229915,0.030037719358894682,0.018880098226011055,0.04797954835865629,60.699999999999996,22.650000000000002,20.4,1.4000000000000001
Intermediate,1100,47.444356921422354,36.59234642016881,60.54687563488326,0.032405922439883404,0.020262557601318697,0.0518293636145422,55.00000000000001,20.849999999999998,18.9,1.7500000000000002
Intermediate,1150,50.57875021615797,38.9748360261359,64.60610242746732,0.03482914998084148,0.021750840034533,0.05592746433413948,48.75,18.7,16.8,2.1
Intermediate,1200,53.82360485153621,41.36889405902883,68.81916343140415,0.03740506357040577,0.023246408000282145,0.06030286972808959,43.45,16.7,14.899999999999999,2.9499999999999997
Intermediate,1250,57.17879145646971,43.81374874679649,73.09739290287128,0.04001024080972321,0.024778703964538133,0.06480389574197928,38.05,14.799999999999999,12.9,4
Intermediate,1300,60.55822742586798,46.303998411719654,77.50835863673262,0.042716557136780825,0.02641650497269806,0.06946416158053384,32.85,12.25,10.7,5.1499999999999995
Intermediate,1350,64.08766482459518,48.89584562125932,81.96634752736028,0.045619503760172764,0.028121628560649665,0.07448961433857446,28.000000000000004,10.75,9.049999999999999,6.15
Intermediate,1400,67.7203304988958,51.538056068725346,86.59224906960752,0.048478127505060455,0.029913373299848993,0.07973917190256652,23.3,9.1,7.75,7.5
Intermediate,1450,71.39650916324872,54.27043566785934,91.40049355843273,0.05152627976322394,0.03186026580483623,0.08523714072790733,19.55,8.1,6.4,8.7
Intermediate,1500,75.14631568032226,57.10695886116734,96.15464792415221,0.0547974353934449,0.03372481028653311,0.09102330323500968,16.45,6.65,5.4,10.299999999999999
Intermediate,1550,78.9285583721378,59.92033533563513,101.07327865851249,0.05824753065327305,0.0356657602382195,0.09683608164732284,13.100000000000001,5.800000000000001,4.55,11.200000000000001
Intermediate,1600,82.78881590735614,62.78256528793805,106.13810320116524,0.061637381377493514,0.037697540700827314,0.10308570682981874,10.45,4.55,3.3000000000000003,12.75
Intermediate,1650,86.75846881108953,65.72136537024318,111.3100775464057,0.06519007081850747,0.039778017393808554,0.10972126802449782,8.6,3.55,2.25,14.399999999999999
Intermediate,1700,90.84475541152108,68.69161860673428,116.525151914515,0.06878240189195164,0.04191257925291933,0.11669426437116441,6.800000000000001,2.9000000000000004,2,16.55
Intermediate,1750,94.96170658699917,71.77571168531726,121.81024614475905,0.07264572116739543,0.04404159345532688,0.12388529714521271,5.5,2.35,1.7000000000000002,18.099999999999998
Intermediate,1800,99.23241943407801,74.88700393916402,127.25458603388027,0.07662875115611792,0.04623074366456226,0.13154087829118966,4.05,1.8499999999999999,1.35,20
Rapid,200,3.721507199073959,2.9607076224792825,4.538323922527205,0.0012877889138928076,8.945503953889444e-4,0.0018140435186623385,0,0.05,0,0
Rapid,250,4.784333570458113,3.805083695567626,5.865792114416235,0.0016663353690054507,0.0011523754018283275,0.0023527725458129477,0,0.1,0,0
Rapid,300,5.909478770353792,4.697749505715036,7.265904484145525,0.002056667893049947,0.0014244453801837515,0.0029192442770442258,0,0.2,0,0
Rapid,350,7.102867184927722,5.63305651512837,8.746668937265284,0.0024724185681815228,0.0017167486197415182,0.003534795784100337,0,0.8500000000000001,0,0
Rapid,400,8.345654650051875,6.6060250273227865,10.298154065374392,0.0029174379864384033,0.0020222762255877056,0.0041944293112493305,0.05,1.4000000000000001,0,0
Rapid,450,9.64822091803061,7.612515686152488,11.916661106745826,0.0033831128810800897,0.0023451421395918434,0.004866847640055318,0.1,2.55,0.05,0
Rapid,500,11.00138647484069,8.642647185646116,13.619730436904385,0.003867614096895556,0.002692453258499882,0.005601526161067263,0.6,4.3,0.35000000000000003,0
Rapid,550,12.413141889850074,9.713992195468883,15.406685941903731,0.004377864581137309,0.003046800088953622,0.006370651547811462,1.8499999999999999,6.9,1.25,0
Rapid,600,13.880450398699985,10.853950078824372,17.24018693845542,0.00491286157957988,0.003415168737865885,0.007163219984996677,3.85,10,2.5,0
Rapid,650,15.399116129804348,12.047126926642061,19.178539867835163,0.00546408649815449,0.0037993915050496584,0.00798976149011873,8.7,12.75,5.4,0
Rapid,700,16.94791543170112,13.281179330878096,21.19071062171833,0.006047391759400092,0.004207788506077617,0.00886566024266459,14.549999999999999,16.05,9.2,0
Rapid,750,18.573952521942417,14.558332067988808,23.25821035550206,0.0066568600827440864,0.004614599037035486,0.00979200296156036,23.150000000000002,19.15,13.100000000000001,0
Rapid,800,20.285096701855476,15.870187355806248,25.428734058209404,0.007302232804323414,0.005038432496657497,0.01073994018282899,32.1,23.3,18.55,0
Rapid,850,22.03934519350298,17.204180682803155,27.634559387667732,0.007968283446017155,0.005492969631913871,0.011777108797867978,41.199999999999996,26.75,22.55,0
Rapid,900,23.83090218889862,18.56410277469518,29.952896404384347,0.00865505619168567,0.005955623591662796,0.012794982794463637,49.8,29.799999999999997,25.900000000000002,0.05
Rapid,950,25.692278488955765,19.966379725454292,32.36280385493379,0.00937913990818837,0.006420143947698088,0.013842038987210755,58.199999999999996,33,29.65,0.05
Rapid,1000,27.619296131986953,21.43638323751738,34.79802162997062,0.010116494746147165,0.006892591709594945,0.014977629544445741,64.14999999999999,35.55,32.300000000000004,0.1
Rapid,1050,29.607115160333326,22.992210291264048,37.30377054312039,0.01087508469050615,0.007402610744587436,0.016150866028815027,67.85,38.15,34.8,0.1
Rapid,1100,31.64806092502877,24.51609193084845,39.85975972202057,0.011631947651643585,0.007921075354594725,0.01739497166116189,69.75,40,35.85,0.1
Rapid,1150,33.750752832219575,26.12125972757486,42.53539956589637,0.012447481751326046,0.008467437472652878,0.018693706389015262,69.75,41.3,36.1,0.1
Rapid,1200,35.91710871374994,27.744532665406926,45.25181816874142,0.013297243137148274,0.009043830900116078,0.020013310467930912,68.89999999999999,42.449999999999996,36.65,0.15
Rapid,1250,38.06649535076264,29.45759655856833,48.067927170128144,0.01416964244547985,0.009639859260034933,0.021361490141340866,66.5,42.9,37.35,0.15
Rapid,1300,40.326377792587664,31.19068683099981,50.9198434192084,0.015046281741668967,0.010246927778944292,0.022776591640798604,63.7,42.75,37.3,0.15
Rapid,1350,42.66610298016721,32.963881359403594,53.91004907686521,0.01595780430071032,0.010865142939911003,0.024199283925495824,60.050000000000004,42.3,35.949999999999996,0.15
Rapid,1400,45.061435097483205,34.78628648798748,56.97282656586783,0.016919675011020954,0.011501922956282027,0.02566248778110303,56.8,40.949999999999996,34.150000000000006,0.15
Rapid,1450,47.513980957192,36.64405915082442,60.10148963361584,0.017885520305395933,0.01214931348881915,0.02725696259035673,51.65,39.2,32,0.2
Rapid,1500,49.98568209324395,38.51089035698502,63.25740299854733,0.018908828216030585,0.012803783498630568,0.028885405332507937,47.75,38.3,30.15,0.25
Rapid,1550,52.537323618685626,40.40836722488987,66.46624210210996,0.019976268095804703,0.01350066299111098,0.030566821923359383,42.15,37.3,26.85,0.25
Rapid,1600,55.14733521056962,42.3404070753495,69.81153855610305,0.021077777691960266,0.014234847801783095,0.03234997363673765,37.9,35,23.45,0.3
Rapid,1650,57.81737341599207,44.36176566984078,73.226765453161,0.022208664409151303,0.014986588544301295,0.034183933338419306,33.650000000000006,33.5,20.599999999999998,0.35000000000000003
Rapid,1700,60.52358019071113,46.39645372571901,76.74939264922932,0.023358591601644926,0.015757739502861905,0.03603230608028083,30.65,31.55,18.75,0.5
Rapid,1750,63.30432008768187,48.51419799302256,80.36567060081856,0.024522358065769995,0.016540154201714515,0.03793124071547471,27.6,29.5,16.05,0.5499999999999999
Rapid,1800,66.13150887346195,50.58197777699199,84.06848524885251,0.025714061130562828,0.01734216718060217,0.039871939780840845,24.55,27.35,13.900000000000002,0.75
